1,92.0,26.2
2,91.9,26.2
3,91.8,26.2
4,92.4,26.2
5,92.9,26.2
6,93.4,26.2
7,93.9,26.2
8,93.9,26.2
9,94.4,26.1
10,94.4,26.1
11,94.9,26.1
12,94.9,26.1
13,96.0,26.1
14,96.0,26.1
15,96.0,26.1
16,96.5,26.0
17,97.5,26.0
18,97.5,26.0
19,97.5,26.0
20,97.5,26.0
21,97.5,26.0
22,97.5,26.0
23,98.0,26.0
24,98.5,26.0
25,98.5,26.0
26,98.0,26.0
27,98.0,26.0
28,98.0,26.0
29,98.0,26.1
30,98.0,26.1
31,97.5,26.0
32,97.5,26.1
33,96.5,26.1
34,95.5,26.1
35,94.5,26.1
36,94.5,26.1
37,94.5,26.1
38,94.0,26.1
39,94.0,26.1
40,94.0,26.1
41,93.5,26.1
42,94.0,26.1
43,94.0,26.1
44,94.4,26.1
45,93.9,26.1
46,94.4,26.1
47,94.0,26.1
48,94.9,26.1
49,94.9,26.1
50,94.9,26.1
51,94.9,26.1
52,94.9,26.1
53,95.0,26.1
54,95.5,26.1
55,95.5,26.1
56,94.9,26.1
57,95.5,26.1
58,95.4,26.1
59,95.9,26.1
60,95.5,26.1
61,95.5,26.1
62,95.9,26.1
63,95.5,26.1
64,96.0,26.1
65,95.5,26.1
66,95.5,26.1
67,95.5,26.1
68,96.0,26.1
69,96.5,26.1
70,97.0,26.1
71,97.0,26.1
72,97.5,26.1
73,97.5,26.1
74,97.5,26.1
75,97.5,26.1
76,97.5,26.1
77,97.5,26.1
78,97.5,26.1
79,97.5,26.1
80,98.0,26.1
81,98.0,26.1
82,98.5,26.1
83,99.0,26.1
84,99.0,26.1
85,99.0,26.1
86,99.0,26.1
87,99.0,26.1
88,99.0,26.1
89,99.0,26.1
90,99.5,26.1
91,99.5,26.1
92,99.5,26.1
93,99.5,26.1
94,100.0,26.1
95,100.0,26.1
96,99.5,26.1
97,99.5,26.1
98,99.0,26.1
99,99.0,26.1
100,99.0,26.1
101,99.0,26.1
102,99.0,26.1
103,99.0,26.1
104,99.0,26.1
105,98.5,26.1
106,98.5,26.1
107,98.5,26.1
108,98.5,26.1
109,98.5,26.1
110,98.5,26.1
111,98.5,26.1
112,98.5,26.1
113,99.0,26.1
114,98.5,26.1
115,98.5,26.1
116,99.0,26.1
117,99.0,26.1
118,99.0,26.1
119,99.0,26.1
120,99.0,26.1
121,99.0,26.1
122,99.5,26.1
123,99.5,26.1
124,99.5,26.1
125,99.5,26.1
126,99.5,26.1
127,99.5,26.1
128,99.5,26.1
129,99.5,26.1
130,99.5,26.1
131,100.0,26.1
132,100.0,26.1
133,100.0,26.1
134,100.0,26.2
135,100.0,26.2
136,100.0,26.2
137,100.0,26.2
138,100.0,26.2
139,100.0,26.2
140,100.0,26.2
141,99.0,26.4
142,99.0,26.4
143,99.0,26.4
144,99.0,26.4
145,99.0,26.4
146,99.0,26.4
147,99.0,26.4
148,99.0,26.4
149,99.0,26.3
150,99.0,26.3
151,98.0,26.3
152,95.0,26.3
153,90.0,26.3
154,85.4,26.3
155,79.2,26.3
156,72.6,26.3
157,67.5,26.3
158,62.2,26.3
159,57.1,26.3
160,53.3,26.2
161,48.7,26.2
162,43.1,26.2
163,38.1,26.2
164,32.0,26.2
165,27.3,26.2
166,21.2,26.2
167,13.5,26.2
168,67.5,26.4
169,68.6,26.4
170,69.3,26.4
171,70.3,26.4
172,70.9,26.4
173,72.2,26.4
174,73.0,26.4
175,70.9,26.4
176,71.4,26.4
177,70.9,26.4
178,70.9,26.4
179,70.4,26.4
180,70.0,26.4
181,70.1,26.4
182,70.1,26.4
183,70.3,26.4
184,70.1,26.4
185,70.6,26.4
186,70.6,26.4
187,70.6,26.4
188,70.9,26.4
189,71.2,26.4
190,71.7,26.4
191,71.4,26.4
192,71.9,26.4
193,71.9,26.4
194,71.7,26.4
195,71.7,26.4
196,72.5,26.4
197,72.4,26.4
198,72.4,26.4
199,72.5,26.4
200,72.2,26.4
201,72.0,26.4
202,75.5,26.4
203,79.6,26.4
204,81.4,26.5
205,81.5,26.5
206,82.3,26.4
207,84.5,26.5
208,83.8,26.5
209,79.0,26.5
210,74.7,26.5
211,73.6,26.5
212,70.7,26.5
213,70.0,26.5
214,69.2,26.5
215,70.2,26.5
216,70.2,26.5
217,70.4,26.5
218,70.6,26.5
219,70.4,26.5
220,70.6,26.5
221,69.8,26.5
222,69.7,26.5
223,71.9,26.5
224,72.4,26.5
225,73.9,26.5
226,75.0,26.5
227,75.8,26.5
228,78.0,26.4
229,70.4,26.4
230,58.9,26.4
231,53.0,26.4
232,43.4,26.4
233,36.4,26.4
234,24.7,26.4
